"TOKEN";"REFTEXT"
"KYYISZASWO";"MILAN 2"
"KYYOSWVIUQ";"M2A1-7"
"KYZQUSUOHU";"GAZ-66B"
"KZBUILSZHF";"M115"
"KZDMYSAHFH";"#DDR 7. Mot.-Schützen-Rgt."
"KZMOVVRNXG";"1-10. TP"
"KZQJKXKBFL";"1st Infantry Division (Mech.)"
"KZRKHUXCIE";"ECUREUIL"
"KZTHLSWJJM";"MARECHAUSSEE (MG)"
"KZUITWWMOQ";"AH-64A APACHE ATAS"
"KZWPUINYDR";"MIM-72A"
"KZZEPXYRLR";"130-JRROF"
"KZZRMASWOR";"ILTIS"
"L6";"PANZER L6(i)"
"LAAJKFQNTH";"UH-1H (cmd)"
"LADKNTTNZK";"Rügener Gruppierung"
"LAEBTYWIRI";"#RFA 2. Artillerie-Regiment"
"LAEXCHETPJ";"TANK GUN"
"LAFILSKGDX";"3rd Air Force"
"LAHISNLADK";"1-35-ya Gv. DShB"
"LAKMTFYLPJ";"49 Tkbat"
"LATRKFMFLO";"L96A1"
"LAW";"LAW"
"LAWZUBIGZP";"M60A1 RISE CP"
"LBALNAIYHV";"1-27 pcz"
"LBBIKKBUZY";"GIAT M621"
"LBCAKTMZWN";"#SOV 74-y Gv. Tank. Polk"
"LBEPNDBERN";"STRZAŁA-10M"
"LBEWNOLXDY";"Sicherungs-Bat. 300"
"LBFRPMYQQL";"125-ya ADIB"
"LBIAKWVUQN";"ODAB-500PM"
"LBIZMUTYTI";"III./AR-3"
"LBJZNGQLHP";"T-64A Obr. 81"
"LBRGMDXMTK";"152E INF. OFFICIAL BATTLEGROUP"
"LBRSVRHSNF";"CENTURION Mk.V"
"LBTFGASQMC";"MOR. KONKURS"
"LBUBZEGAWB";"1-99-y Art. Polk"
"LBVAOGGKGM";"GEBIRGSJÄGER "
"LBYPCBKEEF";"2-41st Infantry Rgt."
"LBYWMYYLHY";"MIM-23B I-Hawk"
"LCBHEWIPFC";"D-921"
"LCETMLEPEQ";"M9 81mm"
"LCHDBBKNHO";"#SOV 174-y Gv. MSP"
"LCPPCGYUZY";"MG M/62 7,62mm"
"LCPZKGJGUW";" PRŮZ. BVP-1P"
"LCQFJDIOLK";"340kg"
"LCSUUKZQKE";"9M27K"
"LCVRURPXLV";"4TH ARMOURED DIVISION"
"LDBYFEANQP";"PARA. MO-120-RT61"
"LDEJUUYYXC";"Su-24M [TRM]"
"LDHHHCLKHX";"MARINESICHERUNGS"
"LDJNOWOJCO";"M39/55 40mm"
"LDOYLKXTCY";"Carl Gustav (HE)"
"LDQIHFEARY";"M548A2"
"LDQWVTICQH";"BTR-40"
"LDXBGECPXP";"UK Vz.59L"
"LDYAXMPHWX";"420mm"
"LECBIJANOG";"RPG-2"
"LEENTZHCUX";"DESANT. MOR. RAZVEDKA"
"LEHYGCGEWJ";"M38A1 KMAR"
"LEUALDHBIO";"#CZ 20. Tankový Pluk"
"LEXPFXWCKS";"27 Field Rgt. RA"
"LFCUBIOZDJ";"A tank gun is a large-caliber, high-velocity gun capable of firing various projectiles against a variety of targets.
A tank gun is the primary means of engaging other tanks or armored vehicles with direct fire. Featuring different calibers, between 90mm to 125mm, a tank gun is often emplaced in a turret, creating a flexible yet hard-hitting weapon. When assisted by advanced targeting computers and sights, a tank gun can engage almost any kind of unit, even airborne targets, regardless of the weather or time of day. A tank gun fires off a variety of different shells, at times supported by an autoloader, including armor-piercing kinetic (AP), armor-piercing, fin-stabilized, discarding sabot (APFSDS), high-explosive (HE), or high-explosive anti-tank (HEAT). Some guns can even fire specially adapted guided missiles. "
"LFFRUDEPOA";"CROTALE"
"LFHSIKJSJW";"M167A2 VADS 20mm"
"LFKWBHPQUM";"#CZ 23. Tankový Pluk"
"LFQVZCMYRQ";"Colt MK.12"
"LFRESGQBYN";"3-23-y Tank. Polk"
"LFSBXJGIIH";"DESANT. STRZAŁA-2M"
"LFTDJTUPEQ";"FV432 CARGO"
"LFTMXLLGPG";"M270 MLRS [CLU]"
"LFVGHUHNID";"RES. C5 7,62mm"
"LFXGTYZECF";"RMP"
"LFZHQLAQMJ";"MILAN 1"
"LGBFOFIVUG";"BRP-250"
"LGFNPDZXHN";"SNAJPER"
"LGGHXHQIIO";"STRZAŁA-1M"
"LGHRMUGASZ";"3-56-y Gv. Tank. Polk"
"LGPZCVIJHH";"AKMS"
"LGVADKMAFW";"4de Pantserinfanteriebrigade"
"LGWINFFBYT";"359-y Zen. Art. Polk"
"LGXKUKMQZI";"2-361. DP"
"LGXXXGDGND";"1-MSR. 30"
"LGYLAFMITB";"2A46M"
"LHAWEIDBMJ";"F/A-18A [SEAD]"
"LHDUNFGAMF";"SSG 69"
"LHFHIPABSK";"A recoiless rifle is a lightweight crew-served weapon designed to provide fire support over short- to medium ranges. These weapons fire unguided rocket-propelled shells with reduced recoil, effective against enemy infantry or lightly armored vehicles.
Recoiless rifles are portable and cheap direct-fire weapons, best used in ambushes or from cover such as buildings or forests."
"LHMWFGSHDG";"35TH INFANTRY DIVISION (MECH.)"
"LHPBTFDAKU";"M167A1 VADS 20mm"
"LHQVKLYQMP";"ATMP CARGO"
"LHUJIGGYPU";"47e Rgt. d'Artillerie"
"LHVSJZHVKL";"1018-y Zen. Rak. Polk"
"LHYBEXTSJJ";"MiG-23MF [AA2]"
"LIBHYUCBUT";"CUCV BLOWPIPE"
"LIGCVZACRU";"HOT-2"
"LIHSWXIYHD";"3-MSR. 32"
"LIKJRVDBAH";"S-53"
"LIRZCNWQIY";"BEDFORD MJ2P SUPPLY"
"LITZYELOZO";"68e Rgt. d'Artillerie"
"LIUALNUVUI";"III./MSR. 43"
"LIVBJGHHPP";"9. PPR"
"LIVVDIWKZA";"Panzer-Bat. 293"
"LJAWTIMGTT";"DRAGON-PARAS"
"LJGIAEMRAW";"1er Lanciers"
"LJIYEHNXPY";"Fire Direction"
"LJJILIUDKJ";"2A46M-1"
"LJKNBGOPER";"#BEL  10de Pantserinfanteriebrigade"
"LJLRMOKVWE";"2-61 brop"
"LJNDERYOOX";"#CZ 3. Motostřelecký Pluk"
"LJNSCKCDVM";"2. PZ.GRENADIER-DIVISION"
"LJQSECQXEO";"Su-22M4 [CLU]"
"LJULKDGGNU";"AMX-13 T75/TCM"
"LJUSNWKGHP";"SNAJPER"
"LKCAQEFJUG";"3. div. protivzdušné obrany"
"LKDWCYXKQU";"PtK vz.52 85mm"
"LKKJEHNIPC";"Stinger Basic"
"LKMPJQDZEE";"PzArtillerie-Bat. 195"
"LKNAYFWPRE";"CEWI"
"LKRFOJTFXI";"Swingfire"
"LKSVNPCUYG";"5. PANZERDIVISION"
"LKTTCDMLTD";"BRDM-2 MALYUTKA-P"
"LKUNZSBLRT";"LEOPARD 1A5"
"LKUQSGAFBY";"#NL 5e Divisie"
"LKVSPWXOOL";"MECH. RECCE"
"LKYEGZULPA";"BEZPEČNOSTNÍ ODDÍL"
"LKYVXDGXQK";"FLAK KS-19M2 100mm"
"LLCCBNTLNV";"Su-22M4 [NPLM2]"
"LLCZHFTAWM";"VAB LEGION"
"LLDHOGFRHC";"M68A1"
"LLFLZRYZSZ";"2A36"
"LLGCIKVZTT";"PARA. ILTIS PC"
"LLGXRUJIAE";"LIDOVÁ MILICE"
"LLHXJTEQMJ";"TOW 2"
"LLJDPCKOEU";"M185 Copperhead"
"LLJTIGXVOR";"BAW-485 ZAOP."
"LLJYYLEZZW";"PANCÉŘOVNÍCI"
"LLKCNOHVFK";"OA-37B"
"LLQFPSYMBI";"MILAN 2"
"LLSEHADYLZ";"Kom./31-ya Tank. Div."
"LLWIGWLQMK";"1-243-y Gv. MSP"
"LLYQGMIEFE";"I-HAWK"
"LLZKCFRTSC";"M48A5E"
"LMBUNGDARI";"GLH-L"
"LMEQEVPICO";"Napalmbombe 200"
"LMNRNCMIRZ";"AMX-13 Mod.56 VCI"
"LMORWMWLYW";"KS-19"
"LMOSBLXSPY";"CN 90 F3"
"LMQAYMYAIP";"PRÉVÔTÉ"
"LMQZTUEIJH";"GAU-19"
"LMXEXFRVYJ";"2 DYWIZJA ZMECH."
"LNDXVAXWCM";"COUGAR"
"LNERIUFXEA";"MD JUPITER"
"LNIDIFADBK";"I-TOW"
"LNPWOCBMAU";"TPz GREEN ARCHER"
"LNRMKLMSOR";"MOTOSTRELKI KOM."
"LNTVEUSIYQ";"7. Dělostřelecká Divize"
"LNVMZGJMQZ";"AB M2HB 12,7mm"
"LNXOPMIBHC";"35TH INFANTRY DIVISION (MECH.)"
"LNYJHHJEKL";"AERO-STINGER"
"LNYXJEFJJI";"MiG-21bis [AA3]"
"LOBUPHFUFR";"#US  1st Armored Div."
"LOBZRRXTGX";"Aufk.-Bataillon 20"
"LOCHSGKRAZ";"BAW-485 ZAOP."
"LOERRRHLMS";"SEACAT"
"LOHXWYDELW";"GROUPE ANTICHAR"
"LOIHDSURXI";"#SOV 33-y MSP"
"LOMLCUWDBG";"RT RAZVEDKA"
"LOMOASTHVD";"MFG F-104G [HE]"
"LORHCUYOZA";"4-Air Defence Rgt."
"LPCRPUZJTW";"76-VOD.DESANT OFFICIAL BATTLEGROUP"
"LPCSNURGQE";"D-1"
"LPHMABSSHM";"M39A2 x2"
"LPJKGNZQCN";"VELITEL L.M."
"LPNADBRMOS";"BOFORS 40L70G"
"LPNDCYUZOM";"A tank gun is a large-caliber, high-velocity gun capable of firing various projectiles against a variety of targets.
A tank gun is the primary means of engaging other tanks or armored vehicles with direct fire. Featuring different calibers, between 90mm to 125mm, a tank gun is often emplaced in a turret, creating a flexible yet hard-hitting weapon. When assisted by advanced targeting computers and sights, a tank gun can engage almost any kind of unit, even airborne targets, regardless of the weather or time of day. A tank gun fires off a variety of different shells, at times supported by an autoloader, including armor-piercing kinetic (AP), armor-piercing, fin-stabilized, discarding sabot (APFSDS), high-explosive (HE), or high-explosive anti-tank (HEAT). Some guns can even fire specially adapted guided missiles. "
"LPPYALYINX";"UH-1H HUEY"
"LPQQTFPAPZ";"T-72AK Obr. 81"
"LPSXIBWUMF";"Type 56"
"LPUBQMILBV";"5E DIV.BLD. OFFICIAL BATTLEGROUP"
"LPUMMSQVPE";"81th Tac. Fighter Wing."
"LQBLNSHSNU";"SEA KING Mk.41"
"LQBTRUSZSA";"17-YA GV. TANK. DIV."
"LQDHGMNZXG";"#SOV 23-y Tank. Polk"
"LQDUDWKVCG";"P4 ANF1"
"LQGKZXOROL";"VKK 411"
"LQIINZIIER";"HQ-2nd Armored Div."
"LQLCGKARXU";"Eryx"
"LQLXLXTWFG";"Vz.52/57"
"LQMVDIGKQT";"2e Corps d'Armée"
"LQNLSMJLLG";"M39A2 x2"
"LQOOHVKRWH";"SOUTHAG"
"LQQAOEURIR";"6E DIVISION LEGERE BLINDEE"
"LQRSLESTRI";"DD-20 DPanc"
"LQTLSDQADI";"MOT.-SCHÜTZEN (SVD)"
"LQVYBFSVZE";"Vz. 53/59"
"LQWISTOXNN";"Jäger-Bat. 76"
"LQZLOXHLVA";"Panzer-Bat. 214"
"LRAUJTZSTY";"BEDFORD FIRLING 12,7mm"
"LRDJIMHJQV";"CN-105 F1"
"LRECILADAR";"T-72A Obr. 83"
"LREFGSIVGL";"F-16A [AA]"
"LRELUYUNRY";"57th Gv. MSD"
"LRGZRRMACZ";"R440"
"LRLJNDAMFZ";"1-PR-23"
"LROPAXEIMZ";"SBAT-70"
"LROWJHJDTY";"MOR. PEKHOTA KOM."
"LRPKMXHFZZ";"K31"
"LRRWPTQZBY";"75 SA 50"
"LRSDBIVKLA";"CH-135"
"LRSLYTTWOK";"ALOUETTE II"
"LRUHZJFJJJ";"MG m/62"
"LRVWFVHRGT";"FR-F2"
"LRXKIBEEGO";"Mi-8TV"
"LRXYSOHZQY";"DRAGON-PARAS"
"LRZKHPRLZY";"3-32 pz"
"LSBHESYHAT";"1-GV.MTSK. OFFICIAL BATTLEGROUP"
"LSDYSMTSPX";"AMX AuF1"
"LSENEJJAKZ";"RBS-70"
"LSFBBYAKHK";"MOT.-SCHÜTZEN (BTR)"
"LSHCZPRPRM";"Mk19"
"LSMFGCQSLK";"NR-23 x2"
"LSQABMOMSH";"BME-330 C"
"LSRQXGCIWY";"MARSOUINS"
"LSXHWRLFEM";"FÜPZ. T-55AK"
"LTDXRHQXGE";"M151AC"
"LTIFSDKDWE";"OA-37B"
"LTIKIIGCJT";"Staf-1 Divisie"
"LTJDNZCNAJ";"Pz.Gren.-Bat. 562"
"LTMLXRICID";"71. Heimatschutz-Rgt."
"LTMSGGNHXC";"Jäger-Bat. 942"
"LTMWHXRDRX";"ROCKET"
"LTOSDDBZWM";"ALPINI S.R.L."
"LTVACTPYTA";"MARINES LEADER"
"LTYWCCNKOO";"SMAW (HE)"
"LTYZKNZXPH";"Jäger-Bat. 116"
"LTZJAIZTVM";"M-24F"
"LUBWDWKLMU";"#SOV  302-y Gv. MSP"
"LUDUXRFARW";"LIGHT RIFLES (VIPER)"
"LUENBLPRLE";"DESANT. ROZP. SPECJALNE"
"LUJMNCAPAE";"#CZ 60. Tankový Pluk"
"LUJRXXZSKV";"#DDR 9. Mot.-Schützen-Rgt."
"LUTZYFMOCX";"BTR-70 S-8"
"LUVISVRXZX";"CMDT SAPEURS"
"LVAQSWFNMM";"DESANT. RAZVEDKA"
"LVHDNFYIJK";"DEFA 30 x2"
"LVHIBNMOIL";"Half-sized infantry squad with a reduced complement of soldiers."
"LVIQEPHCNT";"Heeresflieger-Rgt. 30"
"LVJEMGXZHY";"511th Tac. Fighter Sq."
"LVODICYNEO";"7e RHC"
"LVPUSECPON";"MiG-29 [AA3]"
"LVQOSNYLLT";"M47 Dragon II"
"LVROHPZDWF";"FN 4RM/62F MiMo"
"LVRVRIQTYN";"II./Artillerie-Brigade 40"
"LVWKCUVUCY";"12 Afdva"
"LVXBGFWAFW";"PARA. CMDT"
"LWBHQYSFCZ";"Airlifter"
"LWEHDVGSTR";"PzArtillerie-Bat. 85"
"LWEOQFYNJT";"VÝS. M vz.52 82 mm"
"LWIDGHSNTA";"#CZ 5. Motostřelecký Pluk"
"LWIZSBUYSH";"LEOPARD 1V CMG"
"LWKRUWGQFF";"RPG-18"
"LWLWHLSINA";"III,/AR-9"
"LWSGIHWDIN";"M168A2 Vulcan"
"LWSVXPXFJO";"OKHRANA"
"LWUHGAYLXM";"L2A3"
"LXGBGYDETH";"PT-76B"
"LXHBLLQUDL";"Special Forces units take less Suppression in combat and deal more damage - on top of the Elite Veterancy level."
"LXMNTKXFVH";"CETME L"
"LXNFRYRRJZ";"4 DIVISIE OFFICIAL BATTLEGROUP"
"LXSSGVFCZV";"2-29th Field Artillery Rgt."
"LXTYDFQNLM";"Mi-8T"
"LXTZFGKIYF";"1. Gebirgsdivision"
"LXVLEXAVFE";"A-6E INTRUDER"
"LXXABYEKYH";"HR.15"
"LXYCRHUCWB";"MAG"
"LXZCDGRBWL";"#TCH 1. Stíhací Letecká Divize"
"LYCBSYTNGC";"NF-5A [HE]"
"LYLIYNBWBN";"Fagot-M"
"LYLYZPUPVJ";"18 pułk czołgów"
"LYQBFIGOSX";"SPW-50PK(MRF)"
"LYRUEPXYZL";"JAGUAR GR.1 [HE2]"
"LYTILFQSZB";"MECH. FUSILEROS (AT-4)"
"LYTQXPNMTG";"79-YA GV. TANK. DIV."
"LYXCGEVYQW";"AML-60 GENDARM."
"LYXVWRMRNP";"1-361. DP"
"LYXWYFSTZY";"LAG-40 40mm"
"LZAICFEGHQ";"49th Field Artillery Rgt."
"LZCGDFYKKW";"PZ.BEF. M48A2GA2"
"LZDHOYDQRX";"#SOV 308-ya Artilleri. Brigada"
"LZDKZXGYXZ";"UNIMOG U1300L LOG."
"LZFIGCSZHX";"III./AR-7"
"LZHXNSTRTU";"VW T3 FELDJÄGER"
"LZMAHPAKHC";"Unguided air-to-ground rockets are fired from aircraft and helicopters at ground targets.
A common weapon, rockets normally lack an active guidance system, separating them from missiles. A simple and easy-to-use weapon - though not very accurate - rockets are convenient in a short-range or area saturation role. Carrying various types of warheads, rockets are frequently fired from rocket pods in devastating salvoes. "
"LZPGDIZNNG";"Fallschirm-Bat. 264"
"LZSKMVVCOD";"12,7&7,62mm"
"LZTJKYFJFO";"TOW 2"
"LZWNZTHEHP";"BM-30 SMERCH"
"LZXRDJAFJA";"2A44"
"LZYGQHYRNX";"#DDR 16. Panzer-Rgt."
"LZZCUILBCY";"Explosives can be encountered in many shapes and sizes, including hand-held anti-personal grenades, demolition or satchel charges, improvised explosives, and others. These are powerful but extremely close-range weapons, frequently used by assault troops to destroy vehicles or clear bunkers, obstacles, and enemy-held buildings.

Explosives are very effective against enemy infantry in ambushes and close combat situations, especially in forests and urban terrain. They can also be used against enemy vehicles straying too close."
"M2Brown_T";"M2 Browning - Turret"
"M47Dragon";"M47 Dragon"
"MAANDIVXNX";"MOT. AIRMOBILE LDR."
"MAAXUCNLIR";"1-2. TP"
"MABHAADXIE";"ZAPADORES"
"MACMQXHVSR";"#RFA  31. Panzergrenadier-Brigade"
"MAGHLFUQBV";"TERRITORIALKOMMANDO SÜD"
"MAGYTURMQV";"#UK  4th Armoured Brigade"
"MAHZBLGALV";"Mi-17 [RKT]"
"MANOOAHTHL";"MP5A3"
"MAQAFALXCP";"BRDM-1"
"MATOURVBOJ";"AIM-9B"
"MAWQBUBTXQ";"AC58"
"MAXIVWGAZW";"ZB-500"
"MAYDELVTSW";"REZ. OKHRANA"
"MBBLKCSHOY";"#CZ 4. Tanková Divize"
"MBETMUGGMY";"ZÁSOBOVACÍ BAV-485"
"MBHCRDRPBC";"M1041 FAV TOW-2"
"MBIZZPTSGO";"Fs-PALR FAGOT"
"MBOSKBWXFA";"BTR-80"
"MBOTYTYYUU";"Aufklärungs-Bat. 10"
"MBPZZMIUQY";"FALLSCHIRMPIONIER"
"MBQQCLZZPQ";"RPG-75"
"MBT";"Multiple Rocket Launcher System"
"MBTVXGPVKN";"RANGERS"
"MBXMVSZXHA";"CN-105 F1"
"MBXOQXDBPE";"2. PLRP"
"MBXYDRGMCS";"2-2nd Arm. Cavalry Rgt."
"MBYBCTBNVY";"MOTOSTŘELCI"
"MBYGVCKLPO";"83mm"
"MBZSYIIVKN";"Pz.Gren.-Lehr-Bat. 92"
"MCAGTUSFYL";"GATLING"
"MCAJJKOVRM";"2 gb 100 pz"
"MCCKZBSDGI";"Velitelství a štáb 4. TD"
"MCCRCEHFWN";"CL-89"
"MCDAJDQJZS";"MP-40"
"MCFRWYNNLR";"Raketenartillerielehr-Bat. 122"
"MCHROWGHUD";"T-8M"
"MCHUPCOTHR";"GAZELLE CELTIC"
"MCICPGSBZB";"SV 1891/30 PU Mosin"
"MCISVQOCYI";"M1 Carbine"
"MCLTGNPRGG";"2-JagdG 74"
"MCLXLYEQWE";"#CZ 9. Tanková Divize"
"MCMJWIGLPU";"Mi-6A ZAOP."
"MCMLICZCQT";"1-44-y Gv. Tank. Polk"
"MCOWHZVUJT";"M101"
"MCRJETTTTB";"T-72A Obr. 81"
"MDCAIFALFD";"Test_Unit"
"MDCVMQRRRA";"M1 81mm"
"MDDCUMPCOQ";"Pezikó"
"MDEHBBQZIB";"Jäger-Bat. 16"
"MDJVFZWLBF";"F-104G [AA]"
"MDKAYMXNLJ";"BWR-1D"
"MDMUZCOQJY";"15th/19th KRH"
"MDMYTKNBVP";"PARA. ENGINEERS LDR."
"MDRMTOLKGM";"Jäger-Bat. 47"
"MDSZNFNWIU";"FV438 SWINGFIRE"
"MDTWMPNMYH";"1075-y Zen. Rak. Polk"
"MDUFHZGUCM";"AS.11"
"MDVQMWBOBC";"T-55A"
"MEFJREEEDU";"#UK  2nd Infantry Div."
"MEGNWNUURX";"280 mm"
"MEITBYLAKO";"Luftwaffe"
"MEMWEKOWXV";"M45"
"MEMWTODRGA";"#CZ 1. Armáda ČSLA"
"MENVASJCTK";"3-8 Bah"
"MESIJBBFOO";"BO-105M FÜH."
"MEUTKUPSBN";"1-174-y Gv. MSP"
"MFBRYUDOGS";"Escadre de Chasse 3"
"MFDBYXZWQD";"KDM STINGER"
"MFDMGVDDXP";"PARAS"
"MFGOSVJQOC";" Feldführung 5. Armee"
"MFIGBHSTVT";"172-y otd. Vertolotnyy Polk"
"MFIMVFYCTX";"#SOV 245y Gv. MSP"
"MFJFLIMMKD";"KULOMETČÍCI"
"MFJZNDDGRP";"S-25O"
"MFSNNGYQQT";"BEVEILIGING CMG"
"MFSVQNUHLP";"520-y Otd. Zen. Rak. Bat."
"MFTHYAFPKR";"8 BRYG. ART. ARMAT"
"MFUMSADAWG";"TO-55"
"MFVTBCQKBP";"KPVT"
"MFYCRLTFAU";"This is an indication of the unit's value. 

The #pi3{Blue} label shows the unit's value as being part of the top 25%.

The #pi2{Green} label values the unit in the second highest tier.

The #pi1{Orange} label indicates that the unit is below average value.

The #score_05{Red} label marks the unit as being in the lowest price range.

"
"MGAMVWUHBZ";"PAR 70"
"MGAPVPPXBT";"MIRAGE IV [SEAD]"
"MGBRWNRTVC";"S-8KOM"
"MGCYHPDFXF";"4-Air Defence Rgt."
"MGEDQPDHMU";"Remington 700"
"MGFFZLTMBD";"C.14B [AA1]"
"MGGHQLKNDV";"LEGIONNAIRES (APILAS)"
"MGHQMWFIVS";"M113A1 RCL"
"MGMTHXMNTT";"SD-100"
"MGNGAIXNPT";"1ste Karabiniers"
"MGOMQJPALJ";"VPB"
"MGRECLTOAI";"Mi-8TB"
"MHDTYUFKDU";"AUFKL. Mi-8TB"
"MHFMWIELFI";"ZiS-3 76,2mm"
"MHGNTMLUFT";"BMD-1KSh SOROKA"
"MHJDUQIBCF";"2A46"
"MHMWPRFFSG";"9th/12th Royal Lancers"
"MHOMRQZWMQ";"PzGrenadier-Bat. 32"
"MHQTTGGPDC";"AS.11"
"MHXSMVUROG";"M2HB 12,7mm"
"MHXXMQCHVQ";"M-240 (3O8 Nerpa)"
"MICGDOSHSK";"MiG-23MLD [AA1]"
"MICXNIFZRN";"11 pułk zmech."
"MIDBWJWFZU";"2-49. MSP"
"MIDEZLEEGP";"L16 81mm"
"MIEPDDNSEV";"TORNADO GR.1 [SEAD]"
"MIGWPXRBVC";"1-60. TP"
"MIHDWGNTMH";"VLRA MILAN"
"MIJEMZJUQM";"2-5th Field Art."
"MINGNQHLTO";"COMRECCE"
"MINOBGNNQN";"3. PANZERDIVISION"
"MISPYPXCSH";"ILTIS MILAN"
"MIWSIDCLLW";"MARINIER M29 81mm"
"MJDHVPLRYN";"NR-30 x2"
"MJDTJXJLOP";"15 Painfbat"
"MJEGXMKEOY";"1-37 pz"
"MJELVVAKKS";"Howitzers occupy in name a specific niche as an artillery gun, historically firing shells at lower velocity but at higher elevation.
Over the years, the distinction between howitzers and regular artillery guns has merged, with both types of guns now featuring longer barrels, extended ranges, extra propellant charges, and higher elevations. Many modern artillery systems, including self-propelled ones, now carry the label howitzer. "
"MJFJKCWIAW";"Jaguar FR"
"MJGTCSNBYE";"GCT F1"
"MJKFJYGBOS";"GLADIO"
"MJLWWLUNKV";"Panzer-Lehr-Bat. 91"
"MJMLGHNZHN";"2ND MARINE DIVISION"
"MJTSKLVZNK";"AH-1F C-NITE"
"MJTYKXJPDQ";"2-14. TP"
"MJVJLXNITO";"#SOV 322-y MSP"
"MJWWGWRVHF";"TOA C/C I-TOW"
"MJYCVBYRJA";"Malyutka-M"
"MKCJTYDKDB";"GRENZ-FÜH."
"MKHREUVYBX";"PLAMYA 30mm"
"MKJXWFUEGH";"1-57. MSP"
"MKKCYUIFBN";"DESANT. 2S12 120mm"
"MKNBMYZSZR";"PzArtillerie-Bat. 355"
"MKNQYGBBZS";"78th Engineer Bat."
"MKPXMARWZO";"AMX-13 VCI 12,7mm"
"MKQYNBWDTU";"1-390-ya Gv. Art. Brigada"
"MKSDTRPBPU";"(1st Fighter Division)"
"MKYUCOFJOG";"Pionier-Bat. 110"
"MLCUGBKUWP";"10 (Vol.) Para Btn."
"MLDGUPKPKD";"AKS-74"
"MLEHSXDECR";"MiG-23BN [AT]"
"MLETWMWUAT";"AK-74"
"MLIGMJSOXP";"1-325th PIR"
"MLJIRDYOXA";"Security"
"MLJZQDFNHV";"Arkan "
"MLKGMGKBEQ";"2A46-2"
"MLMQXGCSJM";"SPW-40P2(K)"
"MLMSAOMADN";"1-PR-20"
"MLONFZRXVQ";"L2A3"
"MLOUTMLCKW";"AGM-65G Maverick"
"MLQNTFWCKY";"T-72M1K"
"MLRS";"Multiple Rocket Launcher System"
"MLRZVXIERN";"AJ.168"
"MLSEAMCQZT";"CBU-72"
"MLUSJYNEJD";"4-75. ThdBr"
"MLXJTHHTHI";"Token inexistant TSQUAAPXLS dans SERIOUS_Localisation_Unites"
"MLZZUVUCMO";"1-7-y Gv. Tank. Polk"
"MMAXBNZUZX";"JAGUAR GR.1 [CLU]"
"MMDRJOUIHY";"#RFA  2. Panzergrenadier-Division"
"MMHXGTGRDD";"ŽENISTÉ"
"MMQEQHXPPR";"MG-42/59"
"MMTDVAOCSW";"M40A1 RCL"
"MMTEMSQGXD";"MTW M113A1G"
"MMXOIFHJCS";"SS-30"
"MMYFVWZUMW";"Super 530D"
"MNBFDSCWNZ";"113-y Razvedka Bat."
"MNBODHVUJP";"1-211-y Gv. Art. Polk"
"MNBZBDXACZ";"A rocket is an unguided warhead-equipped projectile powered by a rocket engine. Amongst other things, it differs from missiles by the lack of active guidance systems.

Artillery units equipped with rockets compensate for a lack of accuracy with the ability to quickly saturate and destroy an area with a large number of rockets."
"MNCCTZCABH";"M577 QUEEN MARY CP"
"MNHDUKRMHA";"1-87-y Art. Polk"
"MNJUQKYWMU";"251. PLRP"
"MNKJFKTBAO";"CVR(T) SCIMITAR"
"MNNEIFTSAA";"F/A-18A [AA1]"
"MNOKRDGVCP";"MIRAGE 5 F [HE]"
"MNPZHFSOSA";"16th/5th QRL"
"MNQGKUBNLO";"LSV M2HB"
"MNRVVTMQMX";"Panzer-Bat. 194"
"MNSGAKYBGL";"84mm"
"MNUUYJSMWH";"3-47. DP"
"MNUVYUAHSF";"AZP S-60 57mm"
"MNXRQCDUND";"GAU-8/A Avenger"
"MOCUUQMJKE";"DESANT. M43 82mm"
"MOHWBUSSGH";"MiG-27M [NPLM]"
"MOKOYCDVFD";"PIECHOTA (SVD)"
"MOLWPVHPXS";"BUCCANEER S.2B [SEAD]"
"MOMTDYGNIS";"FRP ROLAND 2"
"MONMBOCOKH";"PaK57"
"MOQZGQRHUD";"GAZ-66 SNAB."
"MOSYIDFAAN";"L4A4"
"MOUWFQOAAF";"1-18th Field Artillery Rgt."
"MOVVNDQBSX";"#SOV 67-y Gv. MSP"
"MOXHFFJHJJ";"ZU-23-2"
"MOYJRXXCZG";"3-164-y Gv. MSP"
"MOYUPPRZOW";"W-3 SOKOŁ "
"MOZPWKLJDN";"MEDIUM MACHINE GUN"
"MPAKNTFQTP";"R-98MR"
"MPBDHGDDCQ";"2-49 pz"
"MPBZQQYQBJ";"FIM-92 STINGER"
"MPCOMBDHQU";"VÝS. PRŮZKUMNÍCI"
"MPEXTIENGT";"MiG-29 [AA2]"
"MPGAARYITE";"I./AR-7"
"MPICRFWCJH";"VBL MILAN"
"MPIWJFCLVE";"1-302-y Gv. MSP"
"MPJKQHJNMI";"#CZ 68. Motostřelecký Pluk"
"MPLCLKEEEB";"MFRW RM-70 [CLU]"
"MPNNQZQRRW";"LUFTSTURM-JÄGER (Metis)"
"MPOLZXWZBL";"M vz. 52"
"MPRDEUIZHM";"933-y Zen. Art. Polk"
"MPRDIBSLUL";"Velitelství a štáb 19. MSD"
"MPRVLPMVZK";"ASSAULT RIFLE"
"MPSYEUILQF";"1st Canadian Air Division"
"MPTRCNFPGI";"T-55A"
"MPUXSNOHQZ";"2-82nd Field Artillery Rgt."
